compound,best_pvalue,best_combined_score,n_entries,databases,nrf2_status,nrf2_confidence,is_pains,pains_category,auc_class,rank,neg_log10_p
ljp008 ht29 24h-bix-01294-10,5.8509728941411505e-15,230.998962353263,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,150,14.232771913844878
raloxifene,5.986044106394341e-15,123.719750109607,5,DSigDB,unknown,,False,,putative_negative,151,14.222860087513684
ljp006 bt20 3h-afatinib-012,6.0881607052574406e-15,726.512569829767,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,152,14.215513892294421
ljp006 bt20 24h-canertinib-333,7.14552207708493e-15,432.495051479727,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,153,14.145966034624744
ljp006 mdamb231 3h-cgp-60474-111,7.157876974791041e-15,294.105963807942,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,154,14.145215770269644
ljp006 mcf10a 3h-selumetinib-111,7.19358830085949e-15,537.755980749553,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,155,14.143054421088161
thapsigargin,7.654551035381341e-15,143.326383203517,8,DSigDB,unknown,,False,,putative_negative,156,14.116080277019872
ljp006 mcf10a 3h-azd-5438-10,8.17887583704301e-15,259.786992180233,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,157,14.087306384754045
ljp005 mcf10a 3h-geldanamycin-111,8.966348245037631e-15,468.809522629887,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,158,14.04738439752899
ljp006 mcf10a 3h-pd-0325901-333,8.966348245037631e-15,468.809522629887,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,159,14.04738439752899
ljp005 mcf10a 3h-azd-8330-333,9.2344936424297e-15,422.147255010878,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,160,14.03458691336155
troglitazone,9.809701681479581e-15,123.656741256028,4,DSigDB,unknown,,False,,putative_negative,161,14.008344199557586
ljp006 bt20 24h-canertinib-037,9.84118491495233e-15,520.719133866775,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,162,14.006952607763365
valsartan,9.84118491495233e-15,520.719133866775,1,DSigDB,indirect,indirect,False,,indirect,163,14.006952607763365
ljp005 mdamb231 3h-sb590885-10,1.1162726807673401e-14,302.094230837744,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,164,13.952229703886571
tert-butyl hydroperoxide,1.14699433704291e-14,92.6458517174719,2,DSigDB,unknown,,False,,putative_negative,165,13.94043872629846
ljp005 mcf10a 3h-pd-184352-333,1.26315874544551e-14,576.886793407912,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,166,13.898542066753675
phencyclidine,1.2755125584897101e-14,209.351888641609,2,DSigDB,unknown,,False,,putative_negative,167,13.894315261040132
ljp006 bt20 3h-ql-xii-47-037,1.33796095210795e-14,504.521925455642,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,168,13.873556561105943
ljp005 mdamb231 3h-cgp-60474-037,1.34003438100804e-14,297.500170716755,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,169,13.87288405888107
ljp006 mcf10a 3h-selumetinib-333,1.55719257627676e-14,444.006658055792,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,170,13.807657675394232
ljp006 mcf10a 3h-alvocidib-333,1.69187970739312e-14,274.134712649523,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,171,13.771630518526639
ljp006 mcf10a 3h-alvocidib-037,1.69187970739312e-14,274.134712649523,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,172,13.771630518526639
ljp006 bt20 24h-gefitinib-333,1.80814383918912e-14,489.107214145316,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,173,13.742767024036906
ljp005 mcf10a 3h-trametinib-012,1.94816944366665e-14,393.300876416922,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,174,13.710373272688862
dexamethasone,2.2889149001947902e-14,145.310519276811,2,DSigDB,unknown,,False,,putative_negative,175,13.64037035370503
ljp005 mcf10a 3h-wh-4-025-10,2.4294605598936102e-14,474.422809489876,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,176,13.614490146923924
ljp005 mdamb231 3h-tgx-221-004,2.46813762365106e-14,536.516195123267,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,177,13.607630627651018
ljp006 mcf10a 3h-as-605240-037,2.65511468853999e-14,421.19363423224,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,178,13.575916714686358
astemizole,2.72427553166939e-14,236.559968333487,8,DSigDB,unknown,,False,,putative_negative,179,13.564748970242317
tamoxifen,2.98634083715972e-14,107.356831967239,4,DSigDB,unknown,,False,,putative_negative,180,13.52486062686878
ljp005 mdamb231 3h-cgp-60474-111,3.1473146283195e-14,375.724507078172,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,181,13.50205983970103
oxygen,3.38624354996772e-14,128.337228153189,2,DSigDB,unknown,,False,,putative_negative,182,13.470281809191288
digoxin,3.74865928586242e-14,179.861868770552,16,DSigDB,unknown,,False,,putative_negative,183,13.426124030635833
ljp005 skbr3 3h-dovitinib-10,3.9778760247940703e-14,336.833221187198,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,184,13.400348756301288
ljp007 hcc515 24h-ibrutinib-333,4.31396174546846e-14,447.057865186489,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,185,13.365123710370613
mg-262,4.69759591764489e-14,161.10680860521,8,DSigDB,unknown,,False,,putative_negative,186,13.32812434351512
ljp006 mdamb231 3h-cgp-60474-012,6.1444433097159e-14,278.955309457689,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,187,13.211517458338198
ljp005 mcf10a 3h-radicicol-333,6.30190080603888e-14,351.536581057339,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,188,13.200528437044118
ljp007 hcc515 24h-az-628-10,7.50238493332516e-14,422.090399033925,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,189,13.12480065677684
ljp006 mdamb231 3h-alvocidib-333,7.776040135686631e-14,293.076497995199,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,190,13.10924150648427
ljp006 mdamb231 3h-mitoxantrone-10,7.776040135686631e-14,293.076497995199,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,191,13.10924150648427
ljp005 mdamb231 3h-dasatinib-333,8.30510062242011e-14,538.331012458529,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,192,13.080655101382716
ljp006 mcf10a 3h-gsk-2126458-10,9.854286551092971e-14,336.710229333921,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,193,13.006374813103422
ljp005 mdamb231 3h-pf-431396-10,1.05495800067301e-13,249.586761521514,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,194,12.976764829881958
crotonaldehyde,1.2766231645930299e-13,208.798822342771,2,DSigDB,unknown,,False,,putative_negative,195,12.893937279470952
ljp005 mdamb231 3h-mitoxantrone-333,1.27958954724319e-13,399.235616831599,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,196,12.89292931625372
ljp006 mdamb231 3h-alvocidib-012,1.34208999651208e-13,230.648901018327,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,197,12.872218360710919
ljp006 mdamb231 3h-cgp-60474-10,1.34848890809669e-13,218.498023810297,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,198,12.870152621455965
suloctidil,1.36336026612211e-13,278.498877605664,5,DSigDB,unknown,,False,,putative_negative,199,12.865389367265367
ljp006 mcf10a 3h-canertinib-333,1.52263923822698e-13,322.81681663298,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,200,12.817402982682808
ljp006 mcf10a 3h-as-605240-10,1.52263923822698e-13,322.81681663298,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,201,12.817402982682808
ljp005 mdamb231 3h-pd-0325901-111,1.61449515629424e-13,498.69083237906,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,202,12.791963253587568
ljp005 bt20 3h-wh-4-025-111,1.7357091429376399e-13,686.854037668286,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,203,12.760523048860156
ljp005 mcf10a 3h-azd-8330-004,2.22504616001447e-13,480.587783311583,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,204,12.652660974871084
ljp005 mcf10a 3h-geldanamycin-037,2.39892459818633e-13,337.987983341648,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,205,12.619983402347398
ljp005 skbr3 3h-mitoxantrone-111,2.39892459818633e-13,337.987983341648,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,206,12.619983402347398
ljp006 mcf10a 3h-at-7519-333,2.81189468683058e-13,216.569161846508,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,207,12.551000948867301
ljp005 bt20 3h-gdc-0980-111,2.87409969316211e-13,790.382187827226,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,208,12.541498171678732
cephaeline,2.8932413213503497e-13,115.865769878253,12,DSigDB,unknown,,False,,putative_negative,209,12.53861534092516
33445-pentachlorobiphenyl,2.96818261595329e-13,171.606305303708,2,DSigDB,unknown,,False,,putative_negative,210,12.527509382819883
ljp005 mcf10a 3h-geldanamycin-012,3.00888832971691e-13,330.330653813268,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,211,12.521593930135522
ljp005 skbr3 3h-mitoxantrone-037,3.04418859126984e-13,463.507797962557,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,212,12.516528445984664
ljp006 mcf10a 3h-alvocidib-111,3.34351812454858e-13,256.495930221834,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,213,12.475796318233455
ljp005 mcf10a 3h-gsk-690693-004,3.61351287640786e-13,400.272715260159,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,214,12.44207039337633
ljp006 mcf10a 3h-geldanamycin-037,3.61351287640786e-13,400.272715260159,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,215,12.44207039337633
ljp005 mcf10a 3h-azd-8330-10,3.87482664497068e-13,521.414660320222,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,216,12.411747722529734
ljp005 bt20 3h-pd-184352-111,3.97912256090887e-13,616.053468250805,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,217,12.400212683948189
ljp005 mcf10a 3h-pd-0325901-10,4.73176645513314e-13,388.55561341703,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,218,12.324976698902512
ljp006 bt20 24h-mitoxantrone-037,4.97808698964517e-13,206.180801453697,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,219,12.302937518576604
ljp006 bt20 24h-ql-xii-47-111,5.34480483882337e-13,185.610942131949,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,220,12.272068148073444
ljp006 mcf10a 3h-pi-103-111,5.58150307101921e-13,432.106173753524,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,221,12.253248831967964
ljp005 mdamb231 3h-cgp-60474-333,5.60437514803606e-13,244.50971206056,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,222,12.251472801425365
phenobarbital,5.99320570176298e-13,81.1883069384171,2,DSigDB,unknown,,False,,putative_negative,223,12.222340815978226
lomustine,6.16525711643111e-13,377.365314471046,6,DSigDB,unknown,,False,,putative_negative,224,12.210048806834871
deptropine,6.16525711643111e-13,377.365314471046,5,DSigDB,unknown,,False,,putative_negative,225,12.210048806834871
ljp006 mdamb231 3h-azd-5438-10,6.262718546838199e-13,259.876779260572,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,226,12.203237105511162
ljp006 mcf10a 3h-a443654-10,6.40607107480034e-13,280.460306614589,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,227,12.193408247186035
ljp006 mdamb231 3h-jw-7-24-1-10,7.2142458479799e-13,302.203654474092,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,228,12.141809061823343
ljp005 mdamb231 3h-trametinib-10,7.2336462436176e-13,332.680173658285,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,229,12.140642733921295
ljp006 mcf10a 3h-cgp-60474-037,7.84108191789368e-13,236.972602829415,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,230,12.105624008928693
ljp005 mdamb231 3h-pd-184352-111,7.99440895322367e-13,366.669200812033,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,231,12.097213639215067
ljp005 bt20 24h-sb590885-111,9.97342893747398e-13,403.937574977025,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,232,12.001155502410422
ms-275,1.01839320188475e-12,117.347470275574,4,DSigDB,unknown,,False,,putative_negative,233,11.992084508405652
cadmium,1.0352386296154299e-12,78.589697357917,2,DSigDB,unknown,,False,,putative_negative,234,11.984959530806163
ljp005 mcf10a 3h-cgp-60474-111,1.0699114467664299e-12,246.835331256397,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,235,11.97065216602711
ljp005 mcf10a 3h-radicicol-10,1.09723126271925e-12,289.485920084084,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,236,11.9597018268121
ljp006 bt20 24h-mitoxantrone-111,1.2014085485755598e-12,201.520027128154,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,237,11.920309282172262
aflatoxin b1,1.2088200178881e-12,58.8528899779987,2,DSigDB,unknown,,False,,putative_negative,238,11.91763835675444
ljp005 skbr3 24h-mitoxantrone-111,1.27413519033181e-12,242.703523195801,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,239,11.89478448934745
ljp005 bt20 3h-radicicol-10,1.3257229592578099e-12,346.641668688644,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,240,11.877547222414103
ljp005 mcf10a 3h-wz-3105-10,1.34746142075794e-12,283.429005219505,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,241,11.870483660272425
ljp006 mdamb231 3h-cgp-60474-037,1.3787868751817998e-12,259.911813036845,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,242,11.860502859339555
tamibarotene,1.40673665816223e-12,102.338841820006,2,DSigDB,unknown,,False,,putative_negative,243,11.851787195110525
ljp006 mdamb231 24h-radicicol-333,1.4347120844190598e-12,309.270451084558,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,244,11.843235243664232
ljp005 mdamb231 3h-cgp-60474-012,1.4347120844190598e-12,309.270451084558,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,245,11.843235243664232
securinine,1.44891730387019e-12,884.11725645882,9,DSigDB,unknown,,False,,putative_negative,246,11.838956400931677
ljp006 hcc515 24h-bi-2536-333,1.5145336076575299e-12,238.673305482662,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,247,11.81972108518469
ljp005 mcf10a 3h-pf-431396-10,1.76512439978231e-12,219.559703332165,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,248,11.753224681644332
helveticoside,1.7893230340763399e-12,130.730382429848,12,DSigDB,unknown,,False,,putative_negative,249,11.747311247329602
ljp005 mcf10a 3h-neratinib-012,1.7984736459623499e-12,505.601926309792,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,250,11.745095921758166
ljp005 bt20 3h-tws-119-111,1.84398629823311e-12,761.44593755181,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,251,11.734242310301836
ljp005 mcf10a 3h-cgp-60474-333,2.16042004496133e-12,328.259270981564,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,252,11.665461801870519
ljp006 bt20 24h-hg-6-64-01-111,2.16042004496133e-12,328.259270981564,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,253,11.665461801870519
ljp005 mcf10a 24h-ldn-193189-111,2.22648542592608e-12,295.035355631984,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,254,11.652380143317666
parthenolide,2.27868937851701e-12,157.43680106655,12,DSigDB,unknown,,False,,putative_negative,255,11.642314872007072
ljp005 mcf10a 3h-pd-184352-012,2.27959507633499e-12,366.785316686315,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,256,11.642142289723674
ljp006 bt20 24h-fostamatinib-10,2.39325022275079e-12,245.943870329717,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,257,11.621011891993005
ljp006 mcf10a 24h-radicicol-111,2.50164361413239e-12,199.655494330235,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,258,11.601774560126206
ljp009 ht29 24h-tanespimycin-10,2.51646639818871e-12,227.15880151713,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,259,11.599208864264916
ljp006 mdamb231 3h-at-7519-111,2.89059374115911e-12,196.989263474635,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,260,11.539012942010023
alexidine,2.9703224618866997e-12,355.5797546784,12,DSigDB,unknown,,False,,putative_negative,261,11.527196400576356
ljp006 bt20 3h-afatinib-333,3.0041966386242997e-12,706.116331756169,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,262,11.522271644146391
benzene,3.0271885730428197e-12,94.0520264289222,2,DSigDB,unknown,,False,,putative_negative,263,11.518960524639366
ljp007 hcc515 24h-ast1306-333,3.8505998682320095e-12,344.899032211484,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,264,11.414471608369583
ljp005 mdamb231 3h-pd-184352-333,3.8505998682320095e-12,344.899032211484,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,265,11.414471608369583
copper,3.9647520008548e-12,64.5612495737173,2,DSigDB,unknown,,False,,putative_negative,266,11.401783973044669
n-acetyl-l-cysteine,4.01038620302196e-12,126.373286989747,2,DSigDB,unknown,,False,,putative_negative,267,11.396813802500763
benzoapyrene,4.71912474265146e-12,51.3264599737735,2,DSigDB,unknown,,False,,putative_negative,268,11.326138542612727
ljp005 mcf10a 3h-pd-184352-111,4.96718353719199e-12,334.709335611462,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,269,11.303889792548151
ljp005 mcf10a 24h-sb590885-10,4.96718353719199e-12,334.709335611462,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,270,11.303889792548151
ljp006 bt20 24h-selumetinib-111,4.96718353719199e-12,334.709335611462,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,271,11.303889792548151
ljp005 skbr3 24h-dasatinib-333,4.96718353719199e-12,334.709335611462,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,272,11.303889792548151
ljp006 skbr3 3h-mitoxantrone-111,4.96718353719199e-12,334.709335611462,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,273,11.303889792548151
ljp005 mcf10a 3h-radicicol-111,5.46757150277471e-12,295.723568526219,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,274,11.262205528718777
ljp005 mcf10a 24h-gsk-690693-10,5.75812811821319e-12,225.02737057657,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,275,11.239718676308577
