compound,best_pvalue,best_combined_score,n_entries,databases,nrf2_status,nrf2_confidence,is_pains,pains_category,auc_class,rank,neg_log10_p
ljp006 ht29 24h-wz-4-145-037,0.0002850597931229,62.265291508231,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2294,3.5450640343785706
ljp006 mcf10a 3h-zstk-474-037,0.0002850597931229,62.265291508231,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2295,3.5450640343785706
ljp005 skbr3 3h-xmd16-144-111,0.0002850597931229,62.265291508231,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2296,3.5450640343785706
ljp005 bt20 3h-bx-912-10,0.0002850597931229,62.265291508231,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2297,3.5450640343785706
ljp008 ht29 24h-mocetinostat-004,0.0002850597931229,62.265291508231,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2298,3.5450640343785706
ljp006 ht29 24h-pha-793887-037,0.0002850597931229,62.265291508231,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2299,3.5450640343785706
ljp006 mdamb231 24h-pha-793887-333,0.0002850597931229,62.265291508231,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2300,3.5450640343785706
bacitracin-380 mgkg in corn oil-rat-kidney-1d-up,0.0002853318628246,21.5068907717596,2,DrugMatrix,unknown,,False,,putative_negative,2301,3.5446497282509464
ljp005 bt20 24h-wh-4-025-037,0.000286080938341,42.9852421896021,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,2302,3.5435110784027373
histamine,0.000286080938341,42.9852421896021,2,DSigDB,unknown,,False,,putative_negative,2303,3.5435110784027373
ljp006 hcc515 24h-pi-103-10,0.000286080938341,42.9852421896021,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2304,3.5435110784027373
44-methylenedianiline-81 mgkg in corn oil-rat-liver-3d-up,0.0002948057982973,20.763423866262,2,DrugMatrix,unknown,,False,,putative_negative,2305,3.530463978941352
ljp006 lncap 3h-jw-7-24-1-111,0.0002957446976498,49.8824076798518,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2306,3.5290830330130527
ljp005 skbr3 3h-roscovitine-333,0.0002957446976498,49.8824076798518,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2307,3.5290830330130527
ljp005 mdamb231 24h-mitoxantrone-037,0.0002957446976498,49.8824076798518,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2308,3.5290830330130527
ljp006 mdamb231 24h-azd-7762-037,0.0002957446976498,49.8824076798518,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2309,3.5290830330130527
ljp005 hcc515 24h-cp466722-333,0.0002957446976498,49.8824076798518,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2310,3.5290830330130527
ljp006 mdamb231 24h-dasatinib-333,0.0002963406181791,37.5626801313475,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2311,3.5282088174971515
ljp006 skbr3 3h-jnk-9l-10,0.0002963406181791,37.5626801313475,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2312,3.5282088174971515
ljp006 lncap 24h-pi-103-10,0.0002963406181791,37.5626801313475,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2313,3.5282088174971515
ljp007 hcc515 24h-otssp167-012,0.0002963406181791,37.5626801313475,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2314,3.5282088174971515
ljp006 bt20 24h-palbociclib-037,0.0003010920606077,33.7996935754315,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2315,3.5213006960970885
ljp006 hcc515 24h-pd-0325901-111,0.0003010920606077,33.7996935754315,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2316,3.5213006960970885
ljp006 lncap 3h-bms-387032-10,0.0003010920606077,33.7996935754315,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2317,3.5213006960970885
ljp005 mcf10a 24h-pelitinib-004,0.0003050811694216,30.9656659828708,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2318,3.515584597564645
ibuprofen-263 mgkg in corn oil-rat-liver-5d-up,0.0003095165578003,21.143460596418,2,DrugMatrix,indirect,indirect,False,,indirect,2319,3.50931611314158
ljp008 ht29 24h-belinostat-10,0.0003108618802995,28.7012999570161,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2320,3.5074325304192837
piroxicam,0.0003158672810648,17.4179415951824,2,DSigDB,unknown,,False,,putative_negative,2321,3.5004953579154754
nsc267099,0.000316489990859,126.657005779579,1,DSigDB,unknown,,False,,putative_negative,2322,3.4996400201914626
ljp005 bt20 3h-pf-431396-012,0.000316489990859,126.657005779579,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,2323,3.4996400201914626
7-aca,0.000316489990859,126.657005779579,2,DSigDB,unknown,,False,,putative_negative,2324,3.4996400201914626
desipramine,0.0003166351409099,41.7525802595086,1,DSigDB,unknown,,False,,putative_negative,2325,3.4994408877795737
ljp006 skbr3 3h-pd-173074-10,0.0003166351409099,41.7525802595086,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2326,3.4994408877795737
triclosan,0.0003166351409099,41.7525802595086,2,DSigDB,unknown,,False,,putative_negative,2327,3.4994408877795737
ljp009 ht29 24h-pf-3758309-037,0.0003166351409099,41.7525802595086,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2328,3.4994408877795737
ljp006 mdamb231 24h-dasatinib-012,0.0003166351409099,41.7525802595086,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2329,3.4994408877795737
formaldehyde,0.0003169008167067,11.9602197116385,2,DSigDB,unknown,,False,,putative_negative,2330,3.499076641558339
ljp006 mcf10a 24h-torin-1-333,0.0003199064508276,26.8109027913954,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2331,3.4949770023960935
ljp007 hcc515 24h-dinaciclib-111,0.0003233498360414,36.6810884458604,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2332,3.4903273549312863
ljp006 hcc515 24h-geldanamycin-037,0.0003233498360414,36.6810884458604,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2333,3.4903273549312863
ljp007 hcc515 24h-otssp167-037,0.0003233498360414,36.6810884458604,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2334,3.4903273549312863
ljp005 mdamb231 3h-torin-2-333,0.0003251731875245,33.1285046106145,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2335,3.4878852717809905
ljp006 bt20 24h-jnk-9l-10,0.0003268937396903,30.4329606089182,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2336,3.4855933964706907
ljp006 mcf10a 24h-gsk-2126458-012,0.0003268937396903,30.4329606089182,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2337,3.4855933964706907
ljp006 mcf10a 24h-gsk-2126458-004,0.0003268937396903,30.4329606089182,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2338,3.4855933964706907
ljp006 ht29 24h-bms-387032-111,0.0003309922918448,28.2658999240543,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2339,3.4801821199652125
ljp005 ht29 24h-enzastaurin-10,0.0003314370883647,59.2025664119882,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2340,3.479598894918242
ljp005 skbr3 3h-bx-912-333,0.0003314370883647,59.2025664119882,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2341,3.479598894918242
ljp006 hcc515 24h-lapatinib-012,0.0003314370883647,59.2025664119882,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2342,3.479598894918242
ljp005 bt20 24h-erlotinib-333,0.0003335094712232,48.0738682121861,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2343,3.476891828189513
ljp007 ht29 24h-gsk-1059615-111,0.0003335094712232,48.0738682121861,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2344,3.476891828189513
ljp007 hcc515 24h-nvp-tae226-111,0.0003335094712232,48.0738682121861,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2345,3.476891828189513
ljp008 ht29 24h-gsk-1059615-333,0.0003335094712232,48.0738682121861,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2346,3.476891828189513
mustard gas,0.000334558476368,24.0056091302897,2,DSigDB,unknown,,False,,putative_negative,2347,3.475527962367379
baclofen-19 mgkg in cmc-rat-heart-5d-up,0.0003345853086074,21.4460466601637,2,DrugMatrix,unknown,,False,,putative_negative,2348,3.4754931325033755
ljp006 bt20 3h-mitoxantrone-004,0.000336097306159,78.6884745703916,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,2349,3.4735349684140986
bleomycin,0.000336097306159,78.6884745703916,1,DSigDB,unknown,,False,,putative_negative,2350,3.4735349684140986
ljp005 mcf10a 3h-dovitinib-333,0.000336097306159,78.6884745703916,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2351,3.4735349684140986
ljp006 skbr3 3h-xmd-1150-111,0.000336097306159,78.6884745703916,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2352,3.4735349684140986
letrozole,0.000336097306159,78.6884745703916,2,DSigDB,unknown,,False,,putative_negative,2353,3.4735349684140986
ljp006 hcc515 24h-ql-x-138-10,0.0003388509476315,26.4472274546156,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2354,3.469991295473105
nimesulide-617 um in dmso-rat-primary rat hepatocytes-1d-up,0.0003419456633352,22.0764303604926,2,DrugMatrix,unknown,,False,,putative_negative,2355,3.4660428997582224
ljp006 hcc515 24h-zstk-474-10,0.000349799642813,40.5692420720397,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2356,3.4561806383233864
ljp005 ht29 24h-pha-665752-10,0.000349799642813,40.5692420720397,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2357,3.4561806383233864
ljp005 skbr3 3h-tg-101348-10,0.000349799642813,40.5692420720397,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2358,3.4561806383233864
ljp005 skbr3 24h-mitoxantrone-10,0.000349799642813,40.5692420720397,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2359,3.4561806383233864
ljp008 ht29 24h-gsk-1070916-10,0.000349799642813,40.5692420720397,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2360,3.4561806383233864
ljp005 skbr3 24h-torin-2-037,0.0003500037491493,29.9122805208978,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2361,3.455927303575061
ljp006 bt20 24h-jnk-9l-333,0.0003500037491493,29.9122805208978,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2362,3.455927303575061
110-phenanthroline,0.0003508404952205,32.4751389781749,2,DSigDB,unknown,,False,,putative_negative,2363,3.4548902846452214
ljp006 lncap 24h-alvocidib-012,0.0003522160664272,27.8390145668712,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2364,3.4531908374614937
ljp007 hcc515 24h-nvp-tae226-333,0.0003523607679112,35.8277345204367,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2365,3.453012452212802
ljp006 skbr3 24h-gsk-2126458-111,0.0003587426506484,26.0898053606989,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2366,3.4452169873047507
ranitidine-1500 mgkg in cmc-rat-heart-3d-up,0.0003632982872088,20.4380285334147,2,DrugMatrix,unknown,,False,,putative_negative,2367,3.4397366496394057
lipopolysaccharide e coli o55b5-125 mgkg in saline-rat-liver-025d-up,0.0003637715977102,21.0625268824292,2,DrugMatrix,unknown,,False,,putative_negative,2368,3.439171212472263
ljp006 mcf10a 24h-saracatinib-10,0.0003704014278458,24.5666634497609,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2369,3.431327347842272
risperidone-400 um in dmso-rat-primary rat hepatocytes-1d-up,0.0003704014278458,24.5666634497609,2,DrugMatrix,unknown,,False,,putative_negative,2370,3.431327347842272
ljp006 hcc515 24h-azd-7762-111,0.0003744717310565,29.4032709767791,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2371,3.426580961701652
ljp006 mcf10a 24h-selumetinib-037,0.0003745803383706,27.4204278177529,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2372,3.4264550223725623
ljp006 lncap 3h-mitoxantrone-333,0.0003750427830052,46.3588498430507,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,2373,3.4259191873035975
ljp005 skbr3 3h-tozasertib-10,0.0003750427830052,46.3588498430507,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2374,3.4259191873035975
ljp005 mdamb231 3h-radicicol-10,0.0003750427830052,46.3588498430507,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2375,3.4259191873035975
ljp006 mdamb231 24h-ql-x-138-10,0.0003750427830052,46.3588498430507,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2376,3.4259191873035975
ethaverine,0.0003750427830052,46.3588498430507,5,DSigDB,unknown,,False,,putative_negative,2377,3.4259191873035975
ljp005 skbr3 3h-roscovitine-10,0.0003750427830052,46.3588498430507,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2378,3.4259191873035975
idarubicin-4 mgkg in saline-rat-kidney-14d-up,0.000377950677668,20.266007421015,1,DrugMatrix,unknown,,False,,putative_negative,2379,3.4225648716290102
ljp008 hcc515 24h-az20-333,0.0003781747249047,31.8389738540181,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2380,3.4223075003487935
ljp006 skbr3 24h-jnk-9l-333,0.0003781747249047,31.8389738540181,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2381,3.4223075003487935
spironolactone-300 mgkg in cmc-rat-heart-3d-up,0.000379175577915,20.8738185715393,2,DrugMatrix,unknown,,False,,putative_negative,2382,3.4211596426375435
ljp006 mcf10a 24h-selumetinib-111,0.0003796195062735,25.7384979827316,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2383,3.420651479992659
ljp006 mdamb231 24h-bms-387032-10,0.000383485908118,35.0014200327114,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2384,3.416250590356556
ljp006 skbr3 24h-geldanamycin-004,0.000383485908118,35.0014200327114,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2385,3.416250590356556
ljp006 mcf10a 3h-azd-8055-333,0.0003835197036171,56.359863627522,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2386,3.416212318931791
ljp006 mdamb231 3h-nintedanib-10,0.0003835197036171,56.359863627522,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2387,3.416212318931791
aldosterone,0.0003835197036171,56.359863627522,2,DSigDB,unknown,,False,,putative_negative,2388,3.416212318931791
ammonium hexachloroplatinateiv,0.0003835197036171,56.359863627522,2,DSigDB,unknown,,False,,putative_negative,2389,3.416212318931791
ljp005 ht29 24h-pelitinib-333,0.0003835197036171,56.359863627522,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2390,3.416212318931791
ljp006 skbr3 3h-mitoxantrone-333,0.0003835197036171,56.359863627522,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2391,3.416212318931791
ljp006 mdamb231 3h-radicicol-10,0.0003835197036171,56.359863627522,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2392,3.416212318931791
ljp005 hcc515 24h-nvp-bez235-037,0.000385739432706,39.4325959585167,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2393,3.413705962556672
ljp005 hcc515 24h-dasatinib-111,0.000385739432706,39.4325959585167,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2394,3.413705962556672
ljp006 mcf10a 24h-alvocidib-10,0.000385739432706,39.4325959585167,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2395,3.413705962556672
ljp006 bt20 24h-at-7519-012,0.000385739432706,39.4325959585167,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2396,3.413705962556672
ljp006 skbr3 24h-mitoxantrone-004,0.000385739432706,39.4325959585167,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2397,3.413705962556672
ljp005 ht29 24h-tgx-221-037,0.000385739432706,39.4325959585167,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2398,3.413705962556672
premarin,0.0003899339758938,21.4471598838631,2,DSigDB,unknown,,False,,putative_negative,2399,3.4090089220309596
ljp006 lncap 24h-azd-5438-10,0.0003981336718991,27.0099304857411,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2400,3.3999710906862624
ljp006 mcf10a 24h-wye-125132-333,0.0003981336718991,27.0099304857411,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2401,3.3999710906862624
dasatinib,0.000406751995399,17.1155611599572,4,DSigDB,unknown,,False,,putative_negative,2402,3.3906703078719906
ljp006 bt20 24h-gsk-2126458-111,0.0004072593631408,31.2194137828755,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2403,3.390128922210028
anacardic acid c153,0.0004076368481012,73.1294864944167,1,DSigDB,unknown,,False,,putative_negative,2404,3.3897265650883046
antimycin a,0.0004076368481012,73.1294864944167,1,DSigDB,unknown,,False,,putative_negative,2405,3.3897265650883046
ljp005 mcf10a 3h-torin-2-012,0.0004076368481012,73.1294864944167,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2406,3.3897265650883046
ljp006 bt20 3h-radicicol-111,0.0004076368481012,73.1294864944167,1,LINCS_L1000_Chem_Pert_up,unknown,,False,,putative_negative,2407,3.3897265650883046
flunisolide,0.0004076368481012,73.1294864944167,2,DSigDB,unknown,,False,,putative_negative,2408,3.3897265650883046
ljp006 skbr3 3h-nvp-tae684-037,0.0004076368481012,73.1294864944167,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2409,3.3897265650883046
hmba,0.0004076368481012,73.1294864944167,1,DSigDB,unknown,,False,,putative_negative,2410,3.3897265650883046
tetrandrine,0.0004076368481012,73.1294864944167,4,DSigDB,unknown,,False,,putative_negative,2411,3.3897265650883046
ljp005 skbr3 3h-radicicol-004,0.0004076368481012,73.1294864944167,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2412,3.3897265650883046
econazole,0.0004076368481012,73.1294864944167,1,DSigDB,unknown,,False,,putative_negative,2413,3.3897265650883046
ljp006 skbr3 3h-selumetinib-111,0.0004076368481012,73.1294864944167,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2414,3.3897265650883046
unii-cxy7b3q98z boss,0.0004110915305434,23.9722258553442,2,DSigDB,unknown,,False,,putative_negative,2415,3.386061470619689
fluocinolone acetonide-25 mgkg in corn oil-rat-heart-5d-up,0.0004116880901125,20.5023711349012,2,DrugMatrix,unknown,,False,,putative_negative,2416,3.385431696697529
ljp007 hcc515 24h-tpca-1-10,0.0004168418108809,34.2010106782389,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2417,3.38002872607092
ljp006 skbr3 3h-geldanamycin-037,0.0004206129043947,44.785983919042,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2418,3.376117407300103
titanium,0.0004230841235854,110.989276687734,1,DSigDB,unknown,,False,,putative_negative,2419,3.3735732714510767
povpc,0.0004230841235854,110.989276687734,1,DSigDB,unknown,,False,,putative_negative,2420,3.3735732714510767
ljp005 bt20 24h-azd-8330-111,0.0004230841235854,110.989276687734,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2421,3.3735732714510767
ljp005 hcc515 24h-hg-5-113-01-111,0.0004246258481404,38.3401870625856,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2422,3.3719935726686856
ljp006 mdamb231 24h-a443654-111,0.0004246258481404,38.3401870625856,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2423,3.3719935726686856
cpc020,0.0004246258481404,117.552437143805,446,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2424,3.3719935726686856
ljp006 bt20 24h-azd-5438-10,0.0004277334856096,28.4189096760082,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2425,3.368826749167517
ljp005 ht29 24h-mitoxantrone-333,0.0004328281104678,23.6817334261026,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2426,3.3636845412827188
ljp005 skbr3 24h-gsk-1059615-10,0.0004381806723754,30.6158892305029,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2427,3.3583467825622404
ljp005 mcf10a 24h-torin-2-333,0.0004381806723754,30.6158892305029,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2428,3.3583467825622404
ljp005 hcc515 24h-neratinib-10,0.0004381806723754,30.6158892305029,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2429,3.3583467825622404
ljp006 bt20 24h-bms-387032-111,0.0004381806723754,30.6158892305029,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2430,3.3583467825622404
ljp005 mcf10a 24h-pd-0325901-10,0.0004381806723754,30.6158892305029,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2431,3.3583467825622404
ljp006 bt20 24h-cgp-60474-333,0.0004381806723754,30.6158892305029,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2432,3.3583467825622404
ljp005 skbr3 24h-nvp-bez235-004,0.0004381806723754,30.6158892305029,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2433,3.3583467825622404
ljp005 skbr3 24h-tg-101348-037,0.0004417830746821,53.7159488866312,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2434,3.354790926565471
ljp006 mcf10a 3h-wye-125132-333,0.0004417830746821,53.7159488866312,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2435,3.354790926565471
ljp006 mcf10a 3h-pi-103-004,0.0004417830746821,53.7159488866312,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2436,3.354790926565471
ljp005 bt20 24h-as-601245-111,0.0004417830746821,53.7159488866312,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2437,3.354790926565471
ljp005 mcf10a 3h-buparlisib-111,0.0004417830746821,53.7159488866312,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2438,3.354790926565471
ljp006 mdamb231 3h-dasatinib-333,0.0004417830746821,53.7159488866312,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2439,3.354790926565471
ljp005 mcf10a 3h-mitoxantrone-037,0.0004417830746821,53.7159488866312,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2440,3.354790926565471
