gene,log2FC_GSE57338,p_GSE57338,log2FC_GSE193997,padj_GSE193997,same_direction
CREB3L1,-0.2933372125928049,2.545000386473646e-18,1.02672363157955,2.3701835519336e-05,False
GNB5,0.08884588615387123,2.9272871883005243e-05,-0.49543202201399,0.0378530234877601,False
ZFAND6,0.025401970238659644,0.2766690529164546,-0.476130305089209,0.000909256389090981,False
LRRN2,0.025379343994142545,0.23782108473660987,-1.02252058623382,0.0234545117024363,False
ALYREF,0.0045009016930457335,0.8955830652338784,0.784675808687907,1.66124846475777e-05,True
ATF5,-0.12875659459567146,0.000216758058667162,0.585872118408226,0.000537554650011633,False
BTD,0.10434110278589248,0.0038958461465885934,-0.692616139726853,0.00327086855687056,False
INF2,-0.03492325987562328,0.1611440671558305,0.926757708382343,1.61058247567033e-11,False
ITGB3BP,0.055268890010219174,0.30853976050741544,-0.767901117288906,0.0368933575516984,False
DAB2IP,-0.0762616034848369,0.0011222227457622462,0.769836002903239,6.76889381325172e-08,False
IFNGR2,-0.00525195882390328,0.8460074195235578,-1.05309565214571,5.54445111401674e-14,True
GALNT11,0.3258263265160348,1.4863229086559687e-27,-0.549511254432898,0.00387382584638434,False
PDGFRB,-0.44320895151466466,3.5403854817144516e-20,0.658657557907428,3.62139532202161e-07,False
PMM2,-0.2705194536814144,7.080255585382347e-11,-0.330048687352734,0.0360065814246225,True
CCDC9,-0.05722912888280973,0.002527750076481645,1.27771539138815,5.38160918713516e-11,False
FBLN2,0.33790006982622955,9.976201285868274e-11,0.519222141431206,2.73421453648326e-06,True
ZFR2,-0.0055941626142406164,0.7496351634728532,-0.964893507656969,0.00859322523919152,True
ADGRG1,-0.46875867019466533,3.534276478942798e-28,0.961004756100235,8.0843904058219e-09,False
MPV17,0.12718403209990825,1.5203229926816517e-08,-0.483561699879846,0.000386141134759803,False
INPP5D,0.08985208690827484,0.02250492657046421,0.562266542141618,0.0109015070026316,True
TCF21,0.12721464502126967,0.06427728812682838,0.93449331945852,0.0185978602377651,True
TFPI,-0.4444639586082584,1.1433248021677564e-19,-0.408367568278144,0.00865338233195538,True
GJA3,0.04715202070588287,0.09583077162705686,-0.909380220773397,0.000387605984585232,False
ERN1,0.049692563438060944,0.009060767124653282,0.52749016298307,0.00232142359992063,True
NANS,-0.31383199974426645,1.8896831887379994e-15,0.730520830446001,0.000912614017897052,False
TNIP2,-0.33537619200099744,7.305784244017048e-25,1.47198709957423,1.58551839017194e-14,False
COL6A6,0.2494776080225991,0.00010219514911376281,-2.56723711076776,1.82964112982018e-16,False
HRAS,-0.10549592847902112,2.442448162612042e-07,0.633623383433418,3.95587825238225e-06,False
SPP1,-0.9481799814028742,2.8319730846996036e-11,4.04616103490795,3.83351994891498e-05,False
PLA2G12A,-0.13491435635024107,0.00010066796078775905,0.414312949020282,0.00915771579820515,False
TNFRSF1A,-0.40896159860701253,2.9256636585093784e-20,1.73252769391589,3.0224397745395e-34,False
EFNA5,0.053704346572367,0.13036255687312406,1.5736703405272,1.08071359394275e-12,True
GIPC1,-0.03770435445837528,0.05198728305989551,0.767740913172828,0.00011123859772478,False
SUPV3L1,0.08291506190333031,0.0055918433612211944,-0.356824295401268,0.0358815350408291,False
MSR1,-0.5458820049894486,4.1084960864200987e-13,2.31489011260336,2.23683432883023e-18,False
DHX33,-0.06166590028967267,0.028730895196393658,0.980738999004144,7.30037091282202e-07,False
MREG,0.03748083744898656,0.04023509733152183,-0.618393626155563,0.00336956204389344,False
SLC22A3,-0.06633385192829788,0.19628065479478846,-1.94220162440306,4.33406648076436e-09,True
ACCS,0.2720635848698487,7.465258228218625e-16,-1.29892744779832,9.38784007690709e-06,False
C5AR1,-0.45714143836910104,7.676976631267539e-13,1.97311664071947,2.5903523400075e-14,False
