gene,rna_log2fc,prot_log2fc,residual,studentized_residual,mean_sham,mean_ir
CNDP2,1.24258323800232,-0.15897160548133726,-0.28768528325515363,-0.7608896270393344,17.919465584056695,17.760493978575358
PABPC1,0.676137075644567,0.33469113090929525,0.28759896621253506,0.7606613298472706,17.397794858020877,17.732485988930172
CORO6,-0.219904455254894,-0.36949755325477796,-0.28747547834317666,-0.7603347207215038,15.241908930077111,14.872411376822333
NUDT13,-0.112765071030158,0.2208872973805338,0.287471226124514,0.7603234741640305,15.41182428095081,15.632711578331344
MECP2,0.0991251699773277,-0.3235183255563374,-0.2874665165910594,-0.7603110180692547,16.11450290074036,15.790984575184021
DDX5,0.210629946442962,0.26694747757065684,0.286932113386484,0.7588975920836879,17.141580660659514,17.40852813823017
MFAP5,1.05998271414144,-0.18381212387082435,-0.2862141553901198,-0.756998687885662,15.617108106471607,15.433295982600782
PYGB,-0.158276092522804,-0.3588466777272252,-0.28570488226480817,-0.755651727644961,20.65396451862477,20.295117840897543
EEF1E1,1.26085900459154,-0.15367858252268007,-0.28502568924488275,-0.7538553516963157,15.447489914613373,15.293811332090693
MRPL1,-0.879049392664392,0.10734754703042526,0.2843484755448262,0.752064210787641,16.76882341276006,16.876170959790485
ABCB7,-0.989027888349944,0.09148736894769982,0.2843355426555881,0.752030005001521,17.02765777995155,17.11914514889925
UBA3,-0.369045178056341,-0.38761375469664827,-0.2841013912714994,-0.75141070547638,16.20154555368558,15.813931798988932
HSPA4L,-0.526308534985014,-0.41023240779271575,-0.28405933272876427,-0.7512994661785839,16.644099957414,16.233867549621284
PRDX1,-0.279673079783947,-0.3742507632865255,-0.28361638610723816,-0.750127930791588,20.266376383896226,19.8921256206097
FBP2,-0.252676937347762,-0.3701185247031411,-0.28337413061370914,-0.7494871969659511,17.386333835877473,17.01621531117433
PEPD,-0.0029552667666948,-0.3340461115732296,-0.28328512059507815,-0.749251777207552,17.43869477161824,17.10464866004501
SORBS2,0.167357791753169,-0.308885735520704,-0.2826658403376245,-0.7476138626128426,19.174998548677205,18.8661128131565
SUGT1,-0.0846745280057877,-0.34356024733824597,-0.28102399828064906,-0.743271406939566,16.534006321867864,16.190446074529618
PFN2,-0.688004257303951,-0.43043116265765136,-0.2809586985417466,-0.7430986977435409,16.879082695264483,16.44865153260683
NPEPPS,-0.337234419061679,-0.378603160380635,-0.279674537571658,-0.7397022613651023,18.029801839934034,17.6511986795534
YKT6,0.134419685702494,-0.31049072381064846,-0.27952464402538485,-0.7393058127069406,16.4997370316237,16.18924630781305
UCHL3,0.281009449241549,-0.28916982195792684,-0.2793264526732754,-0.7387816227230712,17.2486183894776,16.959448567519672
P4HB,0.440866713131199,0.2922267557057161,0.27903564683145154,0.7380124796302354,18.63551130608374,18.927738061789455
UBAC1,-0.358374635176509,-0.3805751111001854,-0.27860030925296353,-0.7368610691584034,15.501064101524022,15.120488990423837
HRAS,0.633623383433418,-0.2375564458243904,-0.278522641072752,-0.7366556470665768,15.76184808090593,15.52429163508154
QDPR,0.068954485785105,-0.31877911772195944,-0.2783798931362999,-0.7362780976038491,18.47711981584798,18.158340698126022
EIF3K,0.24323794849061,0.2625095530662147,0.27779557029758434,0.7347326407706384,15.90828440498431,16.170793958050524
MOB4,-0.288325313124792,0.18585275587723693,0.27773386826933966,0.7345694470447465,14.323904592423643,14.50975734830088
RPL27,0.600038774995686,-0.24111002670403892,-0.2772368802127051,-0.7332549791902324,17.611150257043494,17.370040230339455
AK3,-0.926892358925321,0.09306397105675046,0.2769587856203701,0.7325194556756153,19.348228517688753,19.441292488745503
MAN2C1,0.122808192887555,-0.30907538069862106,-0.27643615406265976,-0.7311371641432657,14.390426274964497,14.081350894265876
LMCD1,3.37820446474732,0.16004241224967508,-0.2764015450636013,-0.7310456279058614,15.995820273907322,16.155862686156997
LIPT2,-0.163704576968585,0.20240284111715034,0.27632684880664937,0.7308480661590445,14.393525868408245,14.595928709525396
HYOU1,0.976766290290423,0.3667235269214153,0.2763124856831906,0.730810077592066,16.176478561474212,16.543202088395628
EXOC2,-0.412481908178331,0.16638018050182168,0.2761515176322905,0.7303843383299502,15.380685992739089,15.54706617324091
NPLOC4,0.124785663237461,-0.30821653768699697,-0.2758622527326114,-0.729619270825829,15.865833802374453,15.557617264687456
CLINT1,0.459950283662996,-0.25911559345284374,-0.27505653100497346,-0.7274882431350723,16.28521608961978,16.026100496166936
C1QTNF9,-0.008986099538115,-0.3263679294342374,-0.27473793142835873,-0.7266455892798515,16.30071133561669,15.974343406182452
OTUB1,0.290709092166039,-0.28284970120944664,-0.27440399261069104,-0.7257623651553703,19.995665931695545,19.712816230486098
NEK7,-0.0167488531999256,-0.32701794384713345,-0.27426937934433626,-0.7254063308220451,14.585632600653014,14.25861465680588
DCPS,0.0483937185055984,-0.3173213777733306,-0.2739594692701152,-0.7245866595544654,16.132650445256314,15.815329067482983
ODR4,-0.710101520222567,0.12122315492240432,0.27387970281208146,0.7243756877945727,14.152288880590135,14.273512035512539
TXNL1,0.551809729996347,-0.24470208859632692,-0.2738794244125751,-0.7243749514646008,17.401723465972847,17.15702137737652
GPD2,-0.580662823437688,0.13965184353675042,0.27365704733694013,0.7237867934322278,17.087962612559867,17.227614456096617
GSK3B,0.0929012567744435,-0.30950391552764245,-0.2725552777962109,-0.720872758326076,15.971308295205473,15.66180437967783
PMPCB,-0.222201873609284,0.18964412088468308,0.2719972400767784,0.7193968221662262,17.773066335334704,17.962710456219387
DNAJA1,1.32771072765101,0.4124323323402148,0.2714522911036177,0.7179555040137925,15.708581070536782,16.121013402876997
NUCB1,-0.0639183760925559,0.21181412856057413,0.2713595399403879,0.7177101894214059,15.87451894056594,16.086333069126514
EEF1A1,0.587400491689991,0.3052541881634028,0.2709484358902249,0.7166228734354662,19.91976218712092,20.225016375284323
SYK,2.3840058597326,0.5636968263950788,0.27051095755155696,0.7154658009353356,14.135202209655219,14.698899036050298
CRKL,0.109722095193062,0.23562402727965548,0.27014888253326486,0.7145081602715126,14.998609165408126,15.234233192687782
RPS2,0.517516368943441,-0.24503032749307252,-0.2692661945455723,-0.7121735669751577,18.341831801127654,18.09680147363458
PTPN11,0.470873259389241,-0.25097751345593977,-0.2684923866533727,-0.7101269471695361,17.213424492434722,16.962446978978782
CDNF,-0.996062237342434,0.07453759004031824,0.26839937147729637,0.7098809342979949,15.02458734044436,15.099124930484678
RPL34,0.586902874471253,-0.23393374396094657,-0.2681677925612502,-0.7092684386115046,16.577617583390875,16.34368383942993
PLIN3,-0.0049830177749668,-0.31861598662301915,-0.26756280882035155,-0.707668336417299,19.253919181677333,18.935303195054313
ASB2,-2.01518035362796,-0.07343312866309226,0.2672774941699165,0.70691371680137,14.901464408963378,14.828031280300285
CD93,-0.0937917916600349,-0.33095687344745883,-0.26710688108284647,-0.7064624676908148,16.392523909426487,16.061567035979028
CALR,0.262390033579656,0.25428629089690347,0.26681260691140585,0.7056841513236332,18.974440724798324,19.228727015695227
TRIM72,0.56283248353985,-0.23533369246545277,-0.2660993413152845,-0.703797657905298,21.549494914296854,21.3141612218314
CUTC,-0.0467063000475709,-0.32313893963173435,-0.26607368573792317,-0.70372980228728,15.663022975495176,15.339884035863442
ATP6V1A,-0.494127468353607,0.1445067190987217,0.2660426944249755,0.7036478343524473,16.32962527054023,16.474131989638952
ALDH5A1,-0.773216149894869,0.10425350015932011,0.2660044896985071,0.7035467878903385,19.269195363075895,19.373448863235215
PPCS,-0.212661722390486,-0.34693652725846214,-0.2659580869488595,-0.7034240587382822,14.792561329815978,14.445624802557516
UCHL5,-0.432193260722223,0.15295673689205458,0.26556836234353703,0.702393288563887,14.477258966011018,14.630215702903072
MRPS12,0.498042895171886,0.28698699258384686,0.2655571369402421,0.7023635988528604,14.07727966215712,14.364266654740966
RPL38,1.0059776465613,-0.17075013067109168,-0.26537035409873705,-0.7018695828746984,16.64317259767487,16.472422467003778
HPCAL1,0.58841657989103,0.29979831660318546,0.2653461520813248,0.7018055717310137,15.71057365380708,16.010371970410265
LRRC10,0.740170377705617,0.3214840529728207,0.2651650714153221,0.701326637254909,14.274992609504741,14.596476662477562
TAGLN2,0.787167696384899,0.32770725424202496,0.2646162394074346,0.6998750489878152,18.003654213452236,18.33136146769426
KPNA4,0.187856461186044,-0.2876988536371705,-0.2644326944423683,-0.699389596765741,16.537827115051844,16.250128261414673
EIF2B5,0.187086604015302,0.24104011316783946,0.26441720418865605,0.6993486270879163,13.907048998868449,14.148089112036288
PYCARD,0.243162730512036,-0.27962229743846834,-0.2643254417450704,-0.6991059275285711,15.96453550193049,15.684913204492021
RBPMS,0.593993307310372,-0.22895666880845056,-0.2642124064855964,-0.6988069641771953,16.543661791653733,16.314705122845282
PSMB2,-0.170689091584437,-0.33910416241561947,-0.2641737278334362,-0.698704664244145,17.805037178347618,17.465933015932
DCTN4,-0.277596217231584,0.17380691263500303,0.2641420263092269,0.6986208178942058,15.319616123222486,15.49342303585749
THY1,0.120160707169954,0.23091462002736662,0.2639353335626672,0.6980741428433932,16.207473512217206,16.438388132244572
PSAP,0.0986822455164399,0.22778474667544302,0.26390037841343794,0.6979816910844461,16.883871415076868,17.11165616175231
RMDN3,-0.103872965112545,-0.3289391679055296,-0.2636365385818086,-0.697283869531619,15.100630772410474,14.771691604504944
BZW2,-0.378250537218139,-0.36766468827964616,-0.2628258875103439,-0.6951398043766465,17.60753992908221,17.239875240802565
RTN3,-0.593294737104091,-0.3982761534811736,-0.2624507662725219,-0.6941476581830305,18.40728571794235,18.009009564461177
DGUOK,-0.956702354858039,0.07395078743943273,0.26214104459678755,0.6933284852045973,17.742160499090968,17.8161112865304
NDUFAF7,-0.291328849891673,0.16972467771339694,0.26203858183715334,0.6930574847207306,16.356352851455615,16.52607752916901
MRPS15,-0.059896128913785,0.20297974330172508,0.2619455728562605,0.6928114882346327,15.644740305758084,15.84772004905981
CLIC5,1.41642780822356,-0.10807231314025145,-0.26183595647942093,-0.6925215673768567,16.709752757913297,16.601680444773045
EIF5B,-0.0310989826886203,-0.3163090356721554,-0.2614927031102656,-0.6916137074923282,15.351475440383119,15.035166404710964
CES1D,-0.770880500867916,0.10005854002735148,0.2614729764741786,0.6915615331419229,19.293452474825475,19.393511014852827
PLAA,-0.0803996354998769,-0.3233600557997285,-0.26143979325199135,-0.6914737678962755,17.68326566763251,17.359905611832783
CAND2,-0.480806709708246,-0.380693734423744,-0.26107720095837783,-0.6905147591074587,18.556893513025674,18.17619977860193
MTIF2,-1.00647452963075,0.06570160807524061,0.2610637387204038,0.690479153263756,17.405509706852698,17.471211314927938
GALK2,-0.236463840604816,-0.3453564321732525,-0.2609482486114296,-0.6901736971592595,15.366594425225484,15.021237993052232
ERC1,-0.483890087269396,0.1407624101719236,0.26082323995113776,0.6898430657420737,13.557182478213448,13.697944888385372
PRKACA,-0.153299406507461,-0.3329291367671061,-0.26050445207297634,-0.6889999138540996,18.278265404980232,17.945336268213126
RPL19,0.490227482082459,-0.23950395944402914,-0.2598076606813156,-0.6871569925335304,18.34710270132079,18.10759874187676
NDRG1,0.84730002439317,0.33131201559346657,0.25955629098936933,0.6864921528552894,15.482156718117395,15.813468733710861
SMYD2,0.0719776399824342,-0.2994623533480496,-0.25949874724875105,-0.6863399572516699,14.750194949418947,14.450732596070898
ICAM2,-0.236495812982251,0.1747516421587818,0.2591644327494741,0.6854557394988866,15.066479635150687,15.241231277309469
AK1,-0.458993552043658,-0.3753949052265604,-0.2589215176625828,-0.6848132611358102,21.823597871551684,21.448202966325123
BGN,-0.476998408853017,-0.3778186140917086,-0.2587508340626136,-0.6843618255279377,16.647800927891627,16.269982313799918
CMBL,-0.600604509801004,-0.39560009075785274,-0.25872140890723894,-0.6842839998733011,18.10825061583158,17.712650525073727
PCYT2,-0.180055186910658,-0.3347702529960337,-0.25849021994721394,-0.6836725355690495,15.632685993630991,15.297915740634958
LACTB,-0.505888488980075,0.13516936090275777,0.25840002914539945,0.6834339927948815,17.160238245889268,17.295407606792025
FKBP4,-0.0245847947357844,-0.3122289965335092,-0.25835131959771757,-0.6833051624663031,17.475919301240996,17.163690304707487
MRI1,0.541363273383729,-0.23019301087416721,-0.2578650746068927,-0.6820191086037899,14.960066124879006,14.729873114004839
TWF1,0.360677684706493,0.25945431127476937,0.25781796305941773,0.6818945047749745,15.676932847137328,15.936387158412098
TRIP10,0.847949529833641,-0.18562882699831107,-0.257478141462003,-0.6809957214740313,15.724598783773112,15.538969956774801
VCL,1.3334082144861,-0.1153068755566764,-0.2571078906600237,-0.6800164569407838,19.521371987538526,19.40606511198185
TOM1L2,0.401910057258809,-0.24946975143133443,-0.25704743857547097,-0.6798565691510832,16.63158050414111,16.382110752709774
ALDH7A1,-0.0123709473257598,-0.3087117730068556,-0.2565940386257967,-0.6786573860899833,17.326939385731432,17.018227612724576
MFF,-0.563296147180664,-0.3879071858298282,-0.25640441648398726,-0.6781558605370345,17.2208091447031,16.832901958873272
ECSIT,-0.132085258123748,0.18623046439894075,0.2555983168558945,0.6760238333494217,15.186132059388157,15.372362523787098
ACOX3,-0.36601292281433,0.1522538742462256,0.25532930777876367,0.6753123398240934,15.070961858515616,15.223215732761842
AKR1B8,1.44945588966441,-0.09648038753593369,-0.2550031803942976,-0.6744497759100624,18.025810143097768,17.929329755561835
UBQLN2,-0.482827129111717,-0.3747785468175575,-0.25487088296819316,-0.674099866668728,15.70942319216653,15.334644645348973
LYRM7,-1.27246098867475,0.021017597033591073,0.2547067897861467,0.673665861846951,16.994272495380113,17.015290092413704
PSMA1,-0.121612776747577,-0.3224500100977643,-0.25459117973752043,-0.6733600885178954,17.96398609303119,17.641536082933424
ACTA1,0.427976225755921,0.2656348486033764,0.2543011820665998,0.6725930829304967,20.357168227569172,20.62280307617255
ACAD11,-0.600351989043241,0.11689770534735544,0.2537400004630919,0.6711088316119621,17.2221497820411,17.339047487388456
SRSF2,0.585539706223187,0.2876954593403216,0.2536578351531037,0.6708915152050708,15.692607197835713,15.980302657176034
APMAP,-0.0332992280292235,0.19764645938013814,0.25277983417088384,0.6685693184199509,15.853426648920511,16.05107310830065
DARS2,-0.677821243686355,0.10427609818696837,0.2522812507834643,0.667250631125943,14.878314331723734,14.982590429910703
GYG1,-0.223550130521497,-0.33432140992420045,-0.251774014953568,-0.6659090592628856,18.66913455350206,18.33481314357786
ABCB1A,-0.476243438644826,0.13276471066443918,0.25172370399002086,0.6657759934005787,14.03159066678294,14.164355377447379
IPO7,0.381871787500585,-0.24694528133782967,-0.2516355733404673,-0.6655428994573962,16.595626840722513,16.348681559384683
PGAM1,0.579954922353489,-0.21829683491580454,-0.25152972506129867,-0.6652629447209283,19.74072650241857,19.522429667502767
WBP2,0.135525222291598,-0.28210751916661536,-0.2513007406091845,-0.6646573110493148,15.906073442815385,15.62396592364877
EEF1A2,0.0352108416366961,-0.2960925772353704,-0.2508310948127739,-0.6634151598665081,22.113440934063238,21.817348356827868
HNRNPF,1.11017114390892,0.3601649399775262,0.25053105510868673,0.6626215944259799,17.85725746407128,18.217422404048808
NAA10,0.720429842139766,-0.19695959765208215,-0.250434085789183,-0.6623651233666453,14.589357724215395,14.392398126563313
NUDT9,0.44348188376913,-0.23676686576876627,-0.25033480513215295,-0.6621025391244307,14.870863410603713,14.634096544834946
JUP,0.250804964950767,-0.2643935046849357,-0.250197849387322,-0.661740309244521,18.652961660129794,18.388568155444858
DSG2,-0.166810633386801,-0.32425067303437416,-0.249879101143006,-0.6608972621828403,17.451841002562265,17.12759032952789
UROS,-0.640276482983026,-0.3923537124689549,-0.2497585359308479,-0.6605783830998545,16.16508102445333,15.772727311984374
ACTR10,-0.165331619515803,0.1755461571043142,0.24970461191936513,0.6604357612023375,15.252881566549897,15.428427723654211
UBA1,0.341700251411318,-0.25053658466943673,-0.24943839794959927,-0.6597316603673005,19.763639314350122,19.513102729680686
TANGO2,-0.21095776933327,-0.32981857353005495,-0.2490856626917146,-0.6587987221377927,17.212265042815336,16.88244646928528
DHRS1,-0.174574741483919,0.1735846052506247,0.2490749388049598,0.6587703588718622,14.916503278401988,15.090087883652613
SCAMP2,0.194034214281953,0.22657082442098186,0.2489468062456952,0.6584314651539518,16.089528199007145,16.316099023428126
MRPL39,-0.587881487844666,0.11325566843025214,0.24830103871129605,0.6567234952055299,16.276635886066174,16.389891554496426
TOLLIP,0.0917822154482366,-0.28523917649744135,-0.24812929158611796,-0.6562692467137641,17.454552620946597,17.169313444449156
EFR3A,-0.478457039290461,-0.3672327001800326,-0.24795474020580593,-0.6558075813370648,14.775039410382437,14.407806710202404
GPD1L,-0.858484489856267,-0.4211185312861119,-0.2470808825942718,-0.6534963432208768,18.234986625901456,17.813868094615344
LBR,0.275571677712306,0.23619694487922516,0.24682386460428696,0.6528165645393634,15.780752313552682,16.016949258431907
OXLD1,-0.474362491998518,0.12802805898283154,0.2467160191167506,0.652531327450205,16.382981473208474,16.511009532191306
SERBP1,0.634018240163779,-0.205170454860923,-0.24619354660876228,-0.6511494565833906,17.498798239769766,17.293627784908843
EMC8,0.209419812750038,0.22597032324424937,0.24612933210663554,0.650979617695489,14.851660268781536,15.077630592025786
UNC45B,0.0233075422399812,-0.29293327904219524,-0.24595660218112803,-0.6505227698264884,17.346362932782334,17.05342965374014
TIMM22,-0.173322616558849,0.17063758536970042,0.24594749519140696,0.6504986830399351,16.03343687038421,16.20407445575391
XPNPEP1,0.167089290006989,-0.2721132889301785,-0.24585470424711928,-0.6502532632318976,16.844298248945513,16.572184960015335
SRSF3,0.440123922259384,0.2584792694258784,0.24539519228540652,0.6490379147051617,15.644956317931515,15.903435587357393
SLTM,-0.10115876023521,0.18044280971837523,0.245354338309827,0.6489298613286038,19.950672759353672,20.131115569072048
MAVS,-0.741361757107578,-0.40239432065895997,-0.2452333591051819,-0.6486098872900976,16.58638837362874,16.18399405296978
OXCT1,-0.477365532020219,0.12600141267895282,0.24512209296650825,0.6483156030298826,21.148453471729315,21.274454884408268
SGCG,-0.0259232777408847,-0.29903416954331874,-0.24496362519070236,-0.6478964766655918,18.31967816484202,18.020643995298702
EIF4E,-0.0799645262418294,-0.30627982406280907,-0.24442225816367813,-0.6464646322882118,17.39962231920402,17.09334249514121
SORBS3,0.527260288047055,-0.2185595608969031,-0.24419946856859792,-0.6458753831963197,15.339687535221573,15.12112797432467
GYS1,-0.50726926457595,-0.3675460921836837,-0.244116462414167,-0.6456558428667892,18.267651572240837,17.900105480057153
NEXN,-0.376898234939938,-0.34813957988057,-0.24349563780291267,-0.6440138436599852,17.19469771656191,16.84655813668134
SNAP23,-0.136196794934753,-0.313271447108022,-0.24331114672240828,-0.6435258890873747,15.939899111846527,15.626627664738505
GMPPB,0.624716167038807,-0.20336804363936878,-0.24305076213787158,-0.642837206207343,14.632063276218384,14.428695232579015
TFRC,-1.19270702507882,0.02055320516103265,0.24275032750128855,0.6420425962224567,16.127807421478337,16.14836062663937
TMX1,-0.959686622354512,0.05403883393733011,0.24265910623941628,0.6418013280173589,16.429629637138486,16.483668471075816
RRAGC,-0.0652373818731473,0.18278697095664143,0.24252244320141214,0.6414398723083965,15.26923564009995,15.452022611056591
TIMM17B,0.0102023526703715,0.1935310027806203,0.24239605928465457,0.6411056035192623,16.507875371869467,16.701406374650087
MMAB,-0.560004358267614,0.11120183462431399,0.24223027682369658,0.6406671307775889,17.201247106441865,17.31244894106618
TPMT,-0.799133870287181,-0.40765858297876356,-0.24217300453332763,-0.6405156531240731,14.045304072253629,13.637645489274865
EPHX1,-1.13171152830865,0.02871693622218885,0.24212497132325245,0.640388611619252,15.526664920993804,15.555381857215993
SYNC,0.476916457969964,-0.22337682270224768,-0.24176248476676485,-0.639429882491186,15.817558554084199,15.594181731381951
HSP90AB1,0.35349841556323,-0.2410092240318562,-0.24161108238885756,-0.6390294431723746,21.07094789267175,20.829938668639894
UBE2M,0.276551684896383,-0.25175061218929073,-0.2412649056535951,-0.6381138513700998,17.246565021829024,16.994814409639734
NRAP,1.51721350882464,-0.07295993140916224,-0.2412461930062621,-0.6380643588861986,16.703625222467636,16.630665291058474
PRDX4,-0.162521485984916,0.16679793183779168,0.24055146317382237,0.6362268901178385,19.13450819695886,19.30130612879665
BUB3,0.187578593875485,0.217109699008315,0.24041589722505724,0.6358683360652015,13.609102620999039,13.826212320007354
YWHAE,-0.233216584221653,-0.32419333609856693,-0.24025306281128747,-0.6354376605194784,21.606986493597294,21.282793157498727
PNPT1,-0.405678388400783,0.1311848269126763,0.2399758174270047,0.6347043830481445,16.420218547716726,16.551403374629402
FGF1,0.515172788894551,-0.21581958723275463,-0.239717758379943,-0.6340218509079838,16.86738464929692,16.651565062064165
UBE2N,-0.24839065807468,-0.32566560799588373,-0.23953884118153745,-0.633548638518301,19.22009829002245,18.894432682026565
HSCB,-0.442447952135954,0.12471861931629746,0.23880788463004524,0.631615354856538,16.887268444745526,17.011987064061824
TXNDC12,-0.258327468630542,0.15108286533320125,0.238641467274391,0.6311752029021389,16.108448113467947,16.25953097880115
RABGGTA,-0.183950578794819,-0.31524299532421374,-0.23840165954136205,-0.6305409430801524,15.291234933611557,14.975991938287343
SMIM12,0.301856661900938,-0.24479904377212236,-0.23795963347558707,-0.6293718424416922,14.63814654524443,14.393347501472308
MAOA,-0.168670429289872,-0.31224709263490347,-0.2376075352478064,-0.628440589072782,15.507468712338586,15.195221619703682
CCDC127,-0.50847585714936,0.11394275176794544,0.2375462443298224,0.6282784826793021,15.929839841883132,16.043782593651077
RILP,-0.471739677308819,-0.3557163586207448,-0.23740633043820997,-0.6279084288913501,15.390602340956727,15.034885982335982
UBE2V2,-0.0912610009547983,-0.3002975634530536,-0.2368122429325984,-0.6263371458022092,17.97594921258752,17.675651649134466
ATL3,0.0604947501117279,0.1951526626972111,0.2367708847300753,0.6262277588118956,14.540049641894853,14.735202304592065
CAMK1,-0.0176153189197216,-0.2895734851914007,-0.2367000681469519,-0.6260404582906063,16.003093122660818,15.713519637469417
RPS21,0.0698992503119773,0.1963095192260056,0.23657260887897552,0.6257033453393427,17.278137964177787,17.474447483403793
SH3GLB2,-0.432950674621165,-0.34927633364796407,-0.23655556937170802,-0.6256582780902189,15.374811861633612,15.025535527985648
PDXK,0.159628873927622,-0.2637741906203015,-0.23644060448247428,-0.6253542111226567,15.906530420991144,15.642756230370843
GMFB,0.498424795812211,-0.2149447156840214,-0.23642960093181425,-0.6253251081825859,15.96898014081097,15.754035425126949
PCBD2,0.578109733496367,0.2683255438748109,0.23535853443685717,0.6224922785826115,15.777751817754888,16.0460773616297
RTN4IP1,-0.786934774166746,0.07160735868041002,0.2353351201439498,0.6224303508663372,18.962986712655532,19.034594071335942
AGFG1,0.047622392698015,-0.2787933790003141,-0.23532032704927608,-0.6223912250822107,14.599616879633416,14.320823500633102
APPL1,0.0609306312608184,-0.27636698062910803,-0.2348115664697449,-0.6210456204574915,15.92018840879866,15.643821428169552
VPS45,-0.228468795433696,0.15150494846241713,0.23476109370647652,0.620912126656264,13.719932428692942,13.87143737715536
EIF5A,0.907564386964869,-0.15394808969157125,-0.23438754945816348,-0.6199241513918863,19.636785492815687,19.482837403124115
GATB,-0.302808147947162,-0.32809149303897023,-0.2341234905407954,-0.6192257503861789,14.619870095807734,14.291778602768764
RAN,0.731779930615094,-0.1789056000287239,-0.2340155682104925,-0.618940310058039,18.672161004390425,18.4932554043617
PRKG1,0.337610106310559,-0.23548092371460605,-0.23379337148395096,-0.6183526290252291,14.724141012613684,14.488660088899078
MRPL15,0.146626468400119,0.20441060807628375,0.2336177632897295,0.6178881685151387,15.42009655344395,15.624507161520233
RNF213,-0.24280111561596,0.14816155279659782,0.23348289988492776,0.6175314725986157,20.727078853875927,20.875240406672525
ART1,0.193641053633195,-0.2547806266319146,-0.23234799270296522,-0.6145297928024274,14.731330616413773,14.476549989781859
CYGB,-0.747779838720876,0.07375829125306765,0.23184406008270214,0.6131969574931395,15.880487158791913,15.954245450044981
PSMA7,0.316286307175794,-0.23649084270555676,-0.2317306582185788,-0.6128970245208233,17.929541789711482,17.693050947005926
ETF1,0.559610975329398,-0.2014139084665416,-0.23171535719992664,-0.6128565553447715,16.65159567009128,16.450181761624737
RPL7A,0.728380830587674,-0.17694632187792436,-0.23156650002177748,-0.6124628477435954,18.364638112470086,18.18769179059216
PIN1,0.675102592082767,-0.1846126278320135,-0.23155572961833576,-0.6124343614471638,16.653610341043745,16.46899771321173
PTCD3,-0.501602613591637,0.10886388769591093,0.2314769868608349,0.6122260972401492,16.79172505254437,16.90058894024028
GUF1,-0.483926585594537,0.11129014565262096,0.2313562346227711,0.6119067234983127,15.482068483421264,15.593358629073885
NQO1,-0.558240501713746,-0.36173528088724183,-0.23096099989565758,-0.6108613797785934,17.884343976122523,17.52260869523528
MAP2K1,0.465250424017535,-0.21406389998347564,-0.23076855614472713,-0.6103523914417043,19.58811450999806,19.374050610014585
BAG3,0.883404751307322,-0.15377528971720267,-0.2307334901006411,-0.6102596463804886,19.395622878690997,19.241847588973794
MAPK14,-0.21278307109279,-0.311582441267376,-0.23058651533363078,-0.609870917508475,16.516214767246066,16.20463232597869
MRPS9,-0.34451306411837,0.12993294290142998,0.22991037504509315,0.6080826156316794,17.206230050191753,17.336162993093183
ARHGDIA,1.06307947279913,-0.12629922633665913,-0.2291474823059942,-0.6060648649662441,20.078429962492777,19.952130736156118
CROT,-0.880797820822216,0.05124581758832214,0.2284986841706837,0.6043488794781635,14.654524792549418,14.70577061013774
MRPL49,-0.392594289175719,0.121230043340109,0.22813569320431293,0.6033888162524909,16.405045381416254,16.526275424756363
SUOX,-0.577301908506978,0.0944958878908011,0.2280168038977326,0.6030743697186977,17.749152801578663,17.843648689469465
SEC13,0.23487251308095,0.21101919860789664,0.22751062518098158,0.601735593780471,18.681699833777344,18.89271903238524
PHYHD1,0.215251647504513,-0.24676153221782116,-0.22744285595596725,-0.6015563531194179,16.04117534368199,15.794413811464167
CORO7,-0.307312689211204,0.13281615788496026,0.22743323790915942,0.6015309146542811,14.368877037986588,14.501693195871548
TNRC18,0.661108975235662,-0.1823687103714633,-0.22729541544370574,-0.6011663924126491,17.957150745642775,17.77478203527131
EIF3L,0.367295352278037,-0.22463356486971087,-0.22722347950694827,-0.6009761313486462,16.090038574306558,15.865405009436847
NMT1,0.167466196470721,-0.2532874611413387,-0.2270831864314114,-0.6006050746692304,16.02084310982668,15.76755564868534
RPL36,0.859953486850818,-0.15349694810351622,-0.22707596116835274,-0.6005859648014896,17.035555037913724,16.882058089810208
ALDH1B1,0.0626600107854863,0.18529467357629414,0.22660089446210707,0.5993294760272152,16.76287983586688,16.948174509443174
RAD23B,0.444457328854793,-0.21242106295746765,-0.2261295581390525,-0.5980828536244244,16.519216199802923,16.306795136845455
COMT,0.726560165242598,-0.17176148924523105,-0.22611932037334392,-0.5980557760845393,18.040109943227083,17.868348453981852
RTCA,0.168607711365444,0.19974710416194696,0.22578689338481672,0.5971765505487168,14.141801060523298,14.341548164685245
NAP1L1,0.106033935483853,0.19041971115610679,0.22547600822350206,0.5963543003043934,16.796532319314338,16.986952030470444
DCUN1D2,-0.934105482383447,-0.4103992561395433,-0.22546507351274664,-0.59632537943679,16.257144441925117,15.846745185785574
TMEM65,-0.603007788145668,0.08818044609279241,0.22540542601703123,0.5961676196784346,18.00312072406082,18.091301170153613
PI4KA,-0.165449235908108,-0.29925422160894577,-0.22507881897335946,-0.595303787129074,15.561424299041903,15.262170077432957
MRPS34,0.994711914062422,-0.1320267542490896,-0.22502365282508024,-0.5951578799435745,15.59363567030139,15.4616089160523
TBCB,0.343946776827153,-0.22556351036458544,-0.22478903455637864,-0.5945373455702168,15.711636578914323,15.486073068549738
PTS,-0.616954455406178,-0.3634990417227435,-0.2242644302397933,-0.5931498363508598,17.051261036832855,16.68776199511011
